date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:53:38	42664/42664	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:50%20GMT	https://docs.kidger.site/equinox/examples/init_apply/	docs.kidger.site/equinox/examples/init_apply/index.html	(from https://docs.kidger.site/equinox/)
12:53:39	58135/58135	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:50%20GMT	https://docs.kidger.site/equinox/examples/stateful/	docs.kidger.site/equinox/examples/stateful/index.html	(from https://docs.kidger.site/equinox/)
12:53:39	48324/48324	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:50%20GMT	https://docs.kidger.site/equinox/examples/serialisation/	docs.kidger.site/equinox/examples/serialisation/index.html	(from https://docs.kidger.site/equinox/)
12:53:39	60265/60265	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:50%20GMT	https://docs.kidger.site/equinox/examples/parallelism/	docs.kidger.site/equinox/examples/parallelism/index.html	(from https://docs.kidger.site/equinox/)
12:53:39	332208/332208	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:50%20GMT	https://docs.kidger.site/equinox/examples/deep_convolutional_gan/	docs.kidger.site/equinox/examples/deep_convolutional_gan/index.html	(from https://docs.kidger.site/equinox/)
12:53:40	63447/63447	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/module/advanced_fields/	docs.kidger.site/equinox/api/module/advanced_fields/index.html	(from https://docs.kidger.site/equinox/)
12:53:40	43061/43061	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/nn/linear/	docs.kidger.site/equinox/api/nn/linear/index.html	(from https://docs.kidger.site/equinox/)
12:53:40	43056/43056	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/module/module/	docs.kidger.site/equinox/api/module/module/index.html	(from https://docs.kidger.site/equinox/)
12:53:40	61027/61027	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/nn/conv/	docs.kidger.site/equinox/api/nn/conv/index.html	(from https://docs.kidger.site/equinox/)
12:53:41	47750/47750	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/nn/rnn/	docs.kidger.site/equinox/api/nn/rnn/index.html	(from https://docs.kidger.site/equinox/)
12:53:41	58715/58715	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/nn/attention/	docs.kidger.site/equinox/api/nn/attention/index.html	(from https://docs.kidger.site/equinox/)
12:53:41	37745/37745	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/nn/activations/	docs.kidger.site/equinox/api/nn/activations/index.html	(from https://docs.kidger.site/equinox/)
12:53:41	85078/85078	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/nn/pool/	docs.kidger.site/equinox/api/nn/pool/index.html	(from https://docs.kidger.site/equinox/)
12:53:42	39715/39715	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/nn/dropout/	docs.kidger.site/equinox/api/nn/dropout/index.html	(from https://docs.kidger.site/equinox/)
12:53:42	77870/77870	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/nn/normalisation/	docs.kidger.site/equinox/api/nn/normalisation/index.html	(from https://docs.kidger.site/equinox/)
12:53:42	39264/39264	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/nn/embedding/	docs.kidger.site/equinox/api/nn/embedding/index.html	(from https://docs.kidger.site/equinox/)
12:53:42	41333/41333	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/nn/mlp/	docs.kidger.site/equinox/api/nn/mlp/index.html	(from https://docs.kidger.site/equinox/)
12:53:43	43455/43455	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/nn/inference/	docs.kidger.site/equinox/api/nn/inference/index.html	(from https://docs.kidger.site/equinox/)
12:53:43	48259/48259	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/nn/shared/	docs.kidger.site/equinox/api/nn/shared/index.html	(from https://docs.kidger.site/equinox/)
12:53:43	63607/63607	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/nn/stateful/	docs.kidger.site/equinox/api/nn/stateful/index.html	(from https://docs.kidger.site/equinox/)
12:53:43	45497/45497	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/nn/sequential/	docs.kidger.site/equinox/api/nn/sequential/index.html	(from https://docs.kidger.site/equinox/)
12:53:44	72501/72501	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/manipulation/	docs.kidger.site/equinox/api/manipulation/index.html	(from https://docs.kidger.site/equinox/)
12:53:44	54492/54492	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/debug/	docs.kidger.site/equinox/api/debug/index.html	(from https://docs.kidger.site/equinox/)
12:53:44	106535/106535	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/transformations/	docs.kidger.site/equinox/api/transformations/index.html	(from https://docs.kidger.site/equinox/)
12:53:45	46049/46049	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/enumerations/	docs.kidger.site/equinox/api/enumerations/index.html	(from https://docs.kidger.site/equinox/)
12:53:45	42227/42227	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/errors/	docs.kidger.site/equinox/api/errors/index.html	(from https://docs.kidger.site/equinox/)
12:53:45	40535/40535	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/pretty-printing/	docs.kidger.site/equinox/api/pretty-printing/index.html	(from https://docs.kidger.site/equinox/)
12:53:46	53697/53697	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/serialisation/	docs.kidger.site/equinox/api/serialisation/index.html	(from https://docs.kidger.site/equinox/)
12:53:46	66632/66632	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:50%20GMT	https://docs.kidger.site/equinox/faq/	docs.kidger.site/equinox/faq/index.html	(from https://docs.kidger.site/equinox/)
12:53:46	69549/69549	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:50%20GMT	https://docs.kidger.site/equinox/tricks/	docs.kidger.site/equinox/tricks/index.html	(from https://docs.kidger.site/equinox/)
12:53:47	35605/35605	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:48%20GMT	https://docs.kidger.site/equinox/api/caches/	docs.kidger.site/equinox/api/caches/index.html	(from https://docs.kidger.site/equinox/)
12:53:47	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Jul%202024%2011:53:47%20GMT	https://docs.kidger.site/equinox/examples/train_rnn	docs.kidger.site/equinox/examples/train_rnn	(from https://docs.kidger.site/equinox/examples/mnist/)
12:53:48	34899/34899	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jul%202024%2016:12:50%20GMT	https://docs.kidger.site/equinox/citation/	docs.kidger.site/equinox/citation/index.html	(from https://docs.kidger.site/equinox/)
12:53:49	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Jul%202024%2011:53:49%20GMT	https://docs.kidger.site/equinox/examples/parallelism	docs.kidger.site/equinox/examples/parallelism	(from https://docs.kidger.site/equinox/api/transformations/)
12:53:50	213547/213547	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Jul%202024%2016:12:50%20GMT	https://docs.kidger.site/equinox/imgs/score_based_diffusion_samples.png	docs.kidger.site/equinox/imgs/score_based_diffusion_samples.png	(from https://docs.kidger.site/equinox/examples/score_based_diffusion/)
12:53:50	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2019%20Jul%202024%2011:53:50%20GMT	https://docs.kidger.site/equinox/tricks	docs.kidger.site/equinox/tricks	(from https://docs.kidger.site/equinox/api/manipulation/)
